n,beta,se,p,beta_covariate,p_covariate,r2,indicator,column
33,0.17303301369436389,0.1431377778130343,0.22671803277184455,4.884017069846898,0.08560494885104188,0.07329106064064317,Out-of-pocket expenditure (% CHE),oop_pct_che
33,-0.16515787361674125,0.13595890398124355,0.22445641916508885,3.82313699213124,0.21296545309836712,0.1064927926064857,Government health expenditure (% CHE),gov_pct_che
33,0.42353777339927307,0.5482953073851016,0.43984032273534235,2.754649306892925,0.45637069664347185,0.06032673040271297,Current health expenditure (% GDP),che_pct_gdp
33,0.0016006553841840456,0.001012291501578695,0.11382778546976563,-0.5766651691754434,0.8863898900716429,0.0957219276960678,Current health expenditure per capita (PPP USD),che_pc_ppp_usd
33,0.4808137097997284,0.6380040491983135,0.45107639756809204,1.0856971528380432,0.816271092084982,0.06682342620281934,Nurses and midwives per 1000 population,nurses_per_1000
32,-0.1714946342130106,1.908822752732707,0.9284118641903059,3.497270536958656,0.3825892302980868,0.036305359190496156,Physicians per 1000 population,physicians_per_1000
34,0.7392404072361206,1.0812960022945453,0.49418896318488503,0.7352169458207652,0.8640811492678179,0.06090056852557191,Life expectancy at birth (years),life_expectancy
33,0.5751534915210537,0.6534131963811024,0.3787350615450531,1.7780921263002483,0.6422246977532962,0.06861696884242352,Radiotherapy units per million population,radiotherapy_units_per_million
34,0.088384414489799,0.08857028308483632,0.3183271456729849,1.752052310948867,0.6226076943744189,0.06769383156344388,Morphine consumption (mg/capita/year),morphine_consumption_mg_per_capita
